,course_id,user_id,username,module,numQuizzesAvailable,numQuizzesCompleted,quizTimeliness,numVidRewatches,numVidUniqueWatched,numVidUnique,numUniqueThreads,numUniquePosts,numPostViewed
16,8dKnrCcZ,1732961,BVSDSFNM,3,3,3,45.63439295529,1,1,2,0.0,0.0,14.0
17,8dKnrCcZ,1732961,BVSDSFNM,4,1,1,84.466766137646,4,8,18,0.0,0.0,7.0
18,8dKnrCcZ,1732961,BVSDSFNM,5,4,3,43.573363449896505,1,2,14,0.0,0.0,13.0
19,8dKnrCcZ,1732961,BVSDSFNM,6,1,0,0.0,1,13,20,2.0,2.0,18.0
20,8dKnrCcZ,1732961,BVSDSFNM,7,1,0,0.0,1,1,18,0.0,0.0,8.0
21,8dKnrCcZ,1853569,CPJWHTRD,1,3,0,0.0,9,12,18,2.0,2.0,11.0
22,8dKnrCcZ,1853569,CPJWHTRD,2,2,1,9.134821119981,6,7,19,0.0,0.0,9.0
23,8dKnrCcZ,1853569,CPJWHTRD,3,3,3,97.81821354143591,2,2,2,0.0,0.0,11.0
24,8dKnrCcZ,1853569,CPJWHTRD,4,1,0,0.0,1,4,18,0.0,0.0,8.0
25,8dKnrCcZ,1853569,CPJWHTRD,5,4,1,5.472311965798,1,1,14,1.0,1.0,14.0
26,8dKnrCcZ,1853569,CPJWHTRD,6,1,1,48.18622557553,1,3,20,0.0,0.0,14.0
27,8dKnrCcZ,1853569,CPJWHTRD,7,1,1,41.64463841483,1,1,18,0.0,0.0,11.0
28,8dKnrCcZ,1854650,LTQHIQJG,1,3,2,46.6857623395,1,1,18,1.0,1.0,6.0
29,8dKnrCcZ,1854650,LTQHIQJG,2,2,2,81.848349325617,3,9,19,0.0,0.0,7.0
30,8dKnrCcZ,1854650,LTQHIQJG,3,3,1,76.7448214888,1,2,2,0.0,0.0,9.0
31,8dKnrCcZ,1854650,LTQHIQJG,4,1,0,0.0,8,1,18,0.0,0.0,7.0
32,8dKnrCcZ,1854650,LTQHIQJG,5,4,1,54.54987898769,7,12,14,0.0,0.0,7.0
33,8dKnrCcZ,1854650,LTQHIQJG,6,1,1,111.71651533656,4,2,20,0.0,0.0,7.0
34,8dKnrCcZ,1854650,LTQHIQJG,7,1,0,0.0,1,7,18,1.0,1.0,11.0
35,8dKnrCcZ,2607752,KTWAGJXS,1,3,2,58.147578438262,7,1,18,0.0,0.0,9.0
36,8dKnrCcZ,2607752,KTWAGJXS,2,2,0,0.0,2,12,19,0.0,0.0,11.0
37,8dKnrCcZ,2607752,KTWAGJXS,3,3,3,65.65356414388,2,2,2,1.0,1.0,10.0
38,8dKnrCcZ,2607752,KTWAGJXS,4,1,0,0.0,12,13,18,0.0,0.0,12.0
39,8dKnrCcZ,2607752,KTWAGJXS,5,4,4,22.81312941273,3,6,14,1.0,1.0,15.0
40,8dKnrCcZ,2607752,KTWAGJXS,6,1,0,0.0,11,2,20,1.0,1.0,10.0
41,8dKnrCcZ,2607752,KTWAGJXS,7,1,0,0.0,1,1,18,0.0,0.0,12.0
42,8dKnrCcZ,3535096,BGQAPDMK,1,3,3,1.87427679418,6,6,18,2.0,2.0,11.0
43,8dKnrCcZ,3535096,BGQAPDMK,2,2,1,33.734627466578,2,2,19,0.0,0.0,7.0
44,8dKnrCcZ,3535096,BGQAPDMK,3,3,3,14.26551297256,2,2,2,0.0,0.0,10.0
45,8dKnrCcZ,3535096,BGQAPDMK,4,1,0,0.0,2,16,18,0.0,0.0,7.0
46,8dKnrCcZ,3535096,BGQAPDMK,5,4,1,29.81454545126,6,1,14,0.0,0.0,14.0
47,8dKnrCcZ,3535096,BGQAPDMK,6,1,1,14.1885466455,1,8,20,1.0,1.0,7.0
48,8dKnrCcZ,3535096,BGQAPDMK,7,1,0,0.0,1,2,18,3.0,3.0,13.0
49,8dKnrCcZ,3538282,TVKQDVQV,1,3,3,22.62664621641,8,18,18,1.0,1.0,12.0
50,8dKnrCcZ,3538282,TVKQDVQV,2,2,0,0.0,1,8,19,1.0,1.0,10.0
51,8dKnrCcZ,3538282,TVKQDVQV,3,3,3,56.972179399567764,1,1,2,1.0,1.0,9.0
52,8dKnrCcZ,3538282,TVKQDVQV,4,1,0,0.0,6,13,18,0.0,0.0,8.0
53,8dKnrCcZ,3538282,TVKQDVQV,5,4,1,23.512351692497,1,14,14,0.0,0.0,9.0
54,8dKnrCcZ,3538282,TVKQDVQV,6,1,1,13.48576697424,14,16,20,2.0,2.0,12.0
55,8dKnrCcZ,3538282,TVKQDVQV,7,1,0,0.0,6,8,18,1.0,1.0,14.0
56,8dKnrCcZ,4996560,CQEVTLLU,1,3,2,112.15827633282213,1,17,18,1.0,1.0,11.0
57,8dKnrCcZ,4996560,CQEVTLLU,2,2,0,0.0,3,8,19,0.0,0.0,16.0
58,8dKnrCcZ,4996560,CQEVTLLU,3,3,0,0.0,1,1,2,0.0,0.0,8.0
59,8dKnrCcZ,4996560,CQEVTLLU,4,1,1,65.28251946463726,4,4,18,0.0,0.0,10.0
60,8dKnrCcZ,4996560,CQEVTLLU,5,4,4,12.16747538292,7,1,14,0.0,0.0,9.0
61,8dKnrCcZ,4996560,CQEVTLLU,6,1,0,0.0,1,17,20,1.0,1.0,11.0
62,8dKnrCcZ,4996560,CQEVTLLU,7,1,0,0.0,15,18,18,0.0,0.0,9.0
63,8dKnrCcZ,6460732,ICJALNLC,1,3,1,1.478824838578,9,1,18,0.0,0.0,12.0
64,8dKnrCcZ,6460732,ICJALNLC,2,2,1,18.586524796458,1,9,19,0.0,0.0,7.0
65,8dKnrCcZ,6460732,ICJALNLC,3,3,1,114.7573261513,2,2,2,1.0,1.0,11.0
66,8dKnrCcZ,6460732,ICJALNLC,4,1,1,54.371862858434,1,13,18,1.0,1.0,9.0
67,8dKnrCcZ,6460732,ICJALNLC,5,4,3,119.49123779562208,6,7,14,1.0,1.0,13.0
68,8dKnrCcZ,6460732,ICJALNLC,6,1,1,16.264959999431,14,17,20,0.0,0.0,9.0
69,8dKnrCcZ,6460732,ICJALNLC,7,1,1,18.959443622929,1,1,18,0.0,0.0,11.0
70,8dKnrCcZ,6958542,YDMORNXW,1,3,3,17.48381694245,1,1,18,1.0,1.0,13.0
71,8dKnrCcZ,6958542,YDMORNXW,2,2,1,19.18556993381,4,12,19,0.0,0.0,6.0
72,8dKnrCcZ,6958542,YDMORNXW,3,3,2,5.31931343776,1,1,2,1.0,1.0,8.0
73,8dKnrCcZ,6958542,YDMORNXW,4,1,1,81.818898977754,1,7,18,2.0,2.0,9.0
74,8dKnrCcZ,6958542,YDMORNXW,5,4,3,17.725268492488016,3,14,14,1.0,1.0,10.0
75,8dKnrCcZ,6958542,YDMORNXW,6,1,1,65.176928711998,1,18,20,0.0,0.0,8.0
76,8dKnrCcZ,6958542,YDMORNXW,7,1,1,65.541928539946,3,4,18,2.0,2.0,11.0
77,8dKnrCcZ,7849959,VJYVATWY,1,3,0,0.0,15,15,18,0.0,0.0,9.0
78,8dKnrCcZ,7849959,VJYVATWY,2,2,2,123.46796435674,7,16,19,0.0,0.0,9.0
79,8dKnrCcZ,7849959,VJYVATWY,3,3,3,45.921813478568,1,1,2,0.0,0.0,13.0
80,8dKnrCcZ,7849959,VJYVATWY,4,1,0,0.0,2,4,18,0.0,0.0,10.0
81,8dKnrCcZ,7849959,VJYVATWY,5,4,4,67.772281485132,1,1,14,1.0,1.0,8.0
82,8dKnrCcZ,7849959,VJYVATWY,6,1,1,78.58347351918,3,12,20,0.0,0.0,8.0
83,8dKnrCcZ,7849959,VJYVATWY,7,1,1,68.672552727411,5,17,18,0.0,0.0,12.0
84,8dKnrCcZ,8823976,OMTAEXND,1,3,2,35.26968414281,6,13,18,1.0,1.0,8.0
85,8dKnrCcZ,8823976,OMTAEXND,2,2,1,74.246724364531,1,17,19,0.0,0.0,10.0
86,8dKnrCcZ,8823976,OMTAEXND,3,3,3,88.97372592783778,1,1,2,0.0,0.0,9.0
87,8dKnrCcZ,8823976,OMTAEXND,4,1,1,43.5917342838,6,9,18,2.0,2.0,11.0
88,8dKnrCcZ,8823976,OMTAEXND,5,4,0,0.0,6,11,14,0.0,0.0,16.0
89,8dKnrCcZ,8823976,OMTAEXND,6,1,0,0.0,11,14,20,0.0,0.0,10.0
90,8dKnrCcZ,8823976,OMTAEXND,7,1,1,45.624765234397,3,16,18,0.0,0.0,11.0
91,8dKnrCcZ,10459609,GYFXBUTO,1,3,1,123.73464198989326,1,1,18,0.0,0.0,12.0
92,8dKnrCcZ,10459609,GYFXBUTO,2,2,1,13.53343542954,1,1,19,0.0,0.0,7.0
93,8dKnrCcZ,10459609,GYFXBUTO,3,3,1,115.67887856471,1,1,2,0.0,0.0,7.0
94,8dKnrCcZ,10459609,GYFXBUTO,4,1,1,76.279877281559,1,1,18,1.0,1.0,11.0
95,8dKnrCcZ,10459609,GYFXBUTO,5,4,0,0.0,1,14,14,0.0,0.0,10.0
96,8dKnrCcZ,10459609,GYFXBUTO,6,1,1,27.716568122171,4,14,20,1.0,1.0,13.0
97,8dKnrCcZ,10459609,GYFXBUTO,7,1,1,57.3777994194,9,1,18,2.0,2.0,15.0
98,8dKnrCcZ,10570621,JDBIWSGS,1,3,0,0.0,6,7,18,1.0,1.0,12.0
99,8dKnrCcZ,10570621,JDBIWSGS,2,2,1,77.5756524614,1,17,19,0.0,0.0,12.0
100,8dKnrCcZ,10570621,JDBIWSGS,3,3,0,0.0,1,1,2,0.0,0.0,10.0
101,8dKnrCcZ,10570621,JDBIWSGS,4,1,1,111.34695521550981,1,1,18,1.0,1.0,14.0
102,8dKnrCcZ,10570621,JDBIWSGS,5,4,1,49.38481614365158,9,1,14,1.0,1.0,9.0
103,8dKnrCcZ,10570621,JDBIWSGS,6,1,0,0.0,17,2,20,0.0,0.0,9.0
104,8dKnrCcZ,10570621,JDBIWSGS,7,1,0,0.0,9,12,18,0.0,0.0,9.0
105,8dKnrCcZ,10630115,POQIHDMK,1,3,1,124.96618672993,11,12,18,0.0,0.0,9.0
106,8dKnrCcZ,10630115,POQIHDMK,2,2,1,74.99319176563003,3,16,19,0.0,0.0,8.0
107,8dKnrCcZ,10630115,POQIHDMK,3,3,3,116.6375219838,2,2,2,2.0,2.0,13.0
108,8dKnrCcZ,10630115,POQIHDMK,4,1,0,0.0,1,12,18,0.0,0.0,11.0
109,8dKnrCcZ,10630115,POQIHDMK,5,4,0,0.0,1,5,14,1.0,1.0,13.0
110,8dKnrCcZ,10630115,POQIHDMK,6,1,0,0.0,1,8,20,1.0,1.0,8.0
111,8dKnrCcZ,10630115,POQIHDMK,7,1,1,56.628656926688,11,11,18,0.0,0.0,9.0
112,8dKnrCcZ,12496305,IRZGGJTF,1,3,1,16.497632384,8,16,18,0.0,0.0,8.0
113,8dKnrCcZ,12496305,IRZGGJTF,2,2,2,19.98296451948,2,2,19,0.0,0.0,8.0
114,8dKnrCcZ,12496305,IRZGGJTF,3,3,0,0.0,1,1,2,1.0,1.0,12.0
115,8dKnrCcZ,12496305,IRZGGJTF,4,1,0,0.0,11,12,18,1.0,1.0,8.0
116,8dKnrCcZ,12496305,IRZGGJTF,5,4,1,95.56223289172151,4,6,14,0.0,0.0,13.0
117,8dKnrCcZ,12496305,IRZGGJTF,6,1,1,84.997831435533,1,9,20,0.0,0.0,12.0
118,8dKnrCcZ,12496305,IRZGGJTF,7,1,1,41.36831178285648,1,13,18,0.0,0.0,7.0
119,8dKnrCcZ,13130292,MCHYDOYM,1,3,2,115.3524682669,2,2,18,0.0,0.0,14.0
120,8dKnrCcZ,13130292,MCHYDOYM,2,2,2,13.562929413775317,1,1,19,1.0,1.0,8.0
121,8dKnrCcZ,13130292,MCHYDOYM,3,3,2,33.37781346776872,2,2,2,1.0,1.0,10.0
122,8dKnrCcZ,13130292,MCHYDOYM,4,1,0,0.0,12,14,18,0.0,0.0,10.0
123,8dKnrCcZ,13130292,MCHYDOYM,5,4,3,37.63818328644,1,5,14,0.0,0.0,6.0
124,8dKnrCcZ,13130292,MCHYDOYM,6,1,0,0.0,2,7,20,2.0,2.0,17.0
125,8dKnrCcZ,13130292,MCHYDOYM,7,1,0,0.0,1,8,18,1.0,1.0,18.0
126,8dKnrCcZ,13728340,LBNMICZV,1,3,2,35.426292169,7,14,18,2.0,2.0,11.0
127,8dKnrCcZ,13728340,LBNMICZV,2,2,2,53.387432311248,3,6,19,1.0,1.0,18.0
128,8dKnrCcZ,13728340,LBNMICZV,3,3,0,0.0,1,1,2,0.0,0.0,9.0
129,8dKnrCcZ,13728340,LBNMICZV,4,1,1,3.33319186576,3,3,18,1.0,1.0,5.0
130,8dKnrCcZ,13728340,LBNMICZV,5,4,2,35.462613718218,1,1,14,0.0,0.0,15.0
131,8dKnrCcZ,13728340,LBNMICZV,6,1,1,29.171527822926,1,1,20,2.0,2.0,8.0
132,8dKnrCcZ,13728340,LBNMICZV,7,1,0,0.0,12,17,18,0.0,0.0,10.0
133,8dKnrCcZ,14227717,ILCUABSD,1,3,2,79.31633522379124,1,1,18,2.0,2.0,14.0
134,8dKnrCcZ,14227717,ILCUABSD,2,2,1,79.95274661664952,3,14,19,2.0,2.0,17.0
135,8dKnrCcZ,14227717,ILCUABSD,3,3,0,0.0,1,1,2,1.0,1.0,6.0
136,8dKnrCcZ,14227717,ILCUABSD,4,1,1,56.66744563436521,2,3,18,1.0,1.0,12.0
137,8dKnrCcZ,14227717,ILCUABSD,5,4,3,115.6716553693674,3,13,14,1.0,1.0,7.0
138,8dKnrCcZ,14227717,ILCUABSD,6,1,1,6.659574253282,1,1,20,1.0,1.0,8.0
139,8dKnrCcZ,14227717,ILCUABSD,7,1,0,0.0,5,8,18,2.0,2.0,13.0
140,8dKnrCcZ,14703513,GMQNNIJA,1,3,3,77.14818268577,1,4,18,1.0,1.0,16.0
141,8dKnrCcZ,14703513,GMQNNIJA,2,2,1,68.614847315819,4,4,19,0.0,0.0,8.0
142,8dKnrCcZ,14703513,GMQNNIJA,3,3,1,8.765724825179,1,1,2,1.0,1.0,9.0
143,8dKnrCcZ,14703513,GMQNNIJA,4,1,0,0.0,1,1,18,0.0,0.0,10.0
144,8dKnrCcZ,14703513,GMQNNIJA,5,4,1,38.96465165671,1,11,14,0.0,0.0,13.0
145,8dKnrCcZ,14703513,GMQNNIJA,6,1,0,0.0,1,1,20,0.0,0.0,9.0
146,8dKnrCcZ,14703513,GMQNNIJA,7,1,0,0.0,5,14,18,0.0,0.0,12.0
147,8dKnrCcZ,14826059,NVAJPBCB,1,3,2,98.182992394699,1,5,18,0.0,0.0,10.0
148,8dKnrCcZ,14826059,NVAJPBCB,2,2,2,36.521291179437,6,16,19,0.0,0.0,12.0
149,8dKnrCcZ,14826059,NVAJPBCB,3,3,0,0.0,1,2,2,0.0,0.0,9.0
150,8dKnrCcZ,14826059,NVAJPBCB,4,1,1,58.965913621173,1,17,18,0.0,0.0,8.0
151,8dKnrCcZ,14826059,NVAJPBCB,5,4,0,0.0,6,14,14,1.0,1.0,12.0
152,8dKnrCcZ,14826059,NVAJPBCB,6,1,0,0.0,1,1,20,0.0,0.0,9.0
153,8dKnrCcZ,14826059,NVAJPBCB,7,1,1,46.245291841673,6,18,18,0.0,0.0,6.0
154,8dKnrCcZ,16148783,BJOEQOIZ,1,3,3,12.651558172988,1,12,18,1.0,1.0,13.0
155,8dKnrCcZ,16148783,BJOEQOIZ,2,2,2,48.811174568226,5,18,19,0.0,0.0,8.0
156,8dKnrCcZ,16148783,BJOEQOIZ,3,3,0,0.0,1,2,2,1.0,1.0,10.0
157,8dKnrCcZ,16148783,BJOEQOIZ,4,1,0,0.0,4,8,18,1.0,1.0,13.0
158,8dKnrCcZ,16148783,BJOEQOIZ,5,4,2,19.274135277738466,1,3,14,2.0,2.0,10.0
159,8dKnrCcZ,16148783,BJOEQOIZ,6,1,1,83.76983838655,2,4,20,0.0,0.0,16.0
160,8dKnrCcZ,16148783,BJOEQOIZ,7,1,1,18.277325645465,1,1,18,0.0,0.0,9.0
161,8dKnrCcZ,16306713,CGTXPXXI,1,3,2,68.74666822396,5,11,18,1.0,1.0,11.0
162,8dKnrCcZ,16306713,CGTXPXXI,2,2,1,14.689296373364,1,2,19,0.0,0.0,7.0
163,8dKnrCcZ,16306713,CGTXPXXI,3,3,0,0.0,1,1,2,0.0,0.0,11.0
164,8dKnrCcZ,16306713,CGTXPXXI,4,1,0,0.0,9,12,18,0.0,0.0,8.0
165,8dKnrCcZ,16306713,CGTXPXXI,5,4,1,118.68842239784661,3,3,14,1.0,1.0,15.0
166,8dKnrCcZ,16306713,CGTXPXXI,6,1,0,0.0,3,5,20,3.0,3.0,9.0
167,8dKnrCcZ,16306713,CGTXPXXI,7,1,0,0.0,1,1,18,1.0,1.0,8.0
168,8dKnrCcZ,16508871,UGNFMPIV,1,3,1,115.9322716856,1,11,18,0.0,0.0,15.0
169,8dKnrCcZ,16508871,UGNFMPIV,2,2,1,38.1449368963,8,9,19,2.0,2.0,14.0
170,8dKnrCcZ,16508871,UGNFMPIV,3,3,3,38.826564172288,1,2,2,0.0,0.0,11.0
171,8dKnrCcZ,16508871,UGNFMPIV,4,1,0,0.0,2,6,18,0.0,0.0,17.0
172,8dKnrCcZ,16508871,UGNFMPIV,5,4,3,67.6793616379,1,3,14,1.0,1.0,13.0
173,8dKnrCcZ,16508871,UGNFMPIV,6,1,1,125.89884485844,1,17,20,0.0,0.0,8.0
174,8dKnrCcZ,16508871,UGNFMPIV,7,1,0,0.0,1,3,18,0.0,0.0,13.0
175,8dKnrCcZ,16598881,QEHYJCTL,1,3,2,25.42726217848,1,3,18,0.0,0.0,12.0
176,8dKnrCcZ,16598881,QEHYJCTL,2,2,2,118.26718469452,2,5,19,1.0,1.0,8.0
177,8dKnrCcZ,16598881,QEHYJCTL,3,3,2,122.311676349,1,2,2,0.0,0.0,15.0
178,8dKnrCcZ,16598881,QEHYJCTL,4,1,0,0.0,9,11,18,0.0,0.0,12.0
179,8dKnrCcZ,16598881,QEHYJCTL,5,4,2,76.33511235673,5,5,14,0.0,0.0,12.0
180,8dKnrCcZ,16598881,QEHYJCTL,6,1,0,0.0,1,1,20,3.0,3.0,13.0
181,8dKnrCcZ,16598881,QEHYJCTL,7,1,0,0.0,1,12,18,0.0,0.0,11.0
182,8dKnrCcZ,16637127,OKVQZZBE,1,3,1,17.99441552582,3,7,18,1.0,1.0,9.0
183,8dKnrCcZ,16637127,OKVQZZBE,2,2,0,0.0,1,1,19,0.0,0.0,10.0
184,8dKnrCcZ,16637127,OKVQZZBE,3,3,1,13.751294746276,1,1,2,2.0,2.0,13.0
185,8dKnrCcZ,16637127,OKVQZZBE,4,1,1,9.491884115727,1,1,18,0.0,0.0,11.0
186,8dKnrCcZ,16637127,OKVQZZBE,5,4,2,47.75746723873,9,9,14,0.0,0.0,9.0
187,8dKnrCcZ,16637127,OKVQZZBE,6,1,0,0.0,1,1,20,2.0,2.0,10.0
188,8dKnrCcZ,16637127,OKVQZZBE,7,1,0,0.0,1,1,18,0.0,0.0,11.0
189,8dKnrCcZ,17267857,RYKDKADJ,1,3,0,0.0,6,9,18,0.0,0.0,3.0
190,8dKnrCcZ,17267857,RYKDKADJ,2,2,1,43.826715141742,8,9,19,1.0,1.0,14.0
191,8dKnrCcZ,17267857,RYKDKADJ,3,3,0,0.0,1,1,2,2.0,2.0,8.0
192,8dKnrCcZ,17267857,RYKDKADJ,4,1,0,0.0,1,1,18,0.0,0.0,13.0
193,8dKnrCcZ,17267857,RYKDKADJ,5,4,4,13.282931661356113,2,2,14,0.0,0.0,10.0
194,8dKnrCcZ,17267857,RYKDKADJ,6,1,1,29.238744386997,8,9,20,0.0,0.0,9.0
195,8dKnrCcZ,17267857,RYKDKADJ,7,1,0,0.0,1,16,18,0.0,0.0,13.0
196,8dKnrCcZ,18193779,EWDZNPRG,1,3,2,36.15129599197253,12,12,18,1.0,1.0,11.0
197,8dKnrCcZ,18193779,EWDZNPRG,2,2,0,0.0,1,1,19,0.0,0.0,11.0
198,8dKnrCcZ,18193779,EWDZNPRG,3,3,3,48.58763389852,1,1,2,0.0,0.0,11.0
199,8dKnrCcZ,18193779,EWDZNPRG,4,1,0,0.0,11,16,18,0.0,0.0,8.0
200,8dKnrCcZ,18193779,EWDZNPRG,5,4,0,0.0,7,7,14,1.0,1.0,18.0
201,8dKnrCcZ,18193779,EWDZNPRG,6,1,1,14.766128751699,1,11,20,0.0,0.0,13.0
202,8dKnrCcZ,18193779,EWDZNPRG,7,1,0,0.0,4,8,18,2.0,2.0,16.0
203,8dKnrCcZ,18794528,EZWKNVHW,1,3,0,0.0,16,16,18,0.0,0.0,9.0
204,8dKnrCcZ,18794528,EZWKNVHW,2,2,0,0.0,1,16,19,0.0,0.0,16.0
205,8dKnrCcZ,18794528,EZWKNVHW,3,3,1,63.949287353829,1,1,2,1.0,1.0,9.0
206,8dKnrCcZ,18794528,EZWKNVHW,4,1,1,9.348128555331,11,16,18,0.0,0.0,14.0
207,8dKnrCcZ,18794528,EZWKNVHW,5,4,0,0.0,6,1,14,2.0,2.0,17.0
208,8dKnrCcZ,18794528,EZWKNVHW,6,1,0,0.0,1,11,20,1.0,1.0,6.0
209,8dKnrCcZ,18794528,EZWKNVHW,7,1,1,19.9985569795,1,11,18,0.0,0.0,9.0
210,8dKnrCcZ,19821467,PFVQNIVD,1,3,3,87.89918913952565,2,3,18,0.0,0.0,10.0
211,8dKnrCcZ,19821467,PFVQNIVD,2,2,2,111.53699631659,1,1,19,0.0,0.0,13.0
212,8dKnrCcZ,19821467,PFVQNIVD,3,3,3,18.651722766161,1,1,2,0.0,0.0,11.0
213,8dKnrCcZ,19821467,PFVQNIVD,4,1,1,68.685952821979,4,6,18,1.0,1.0,17.0
214,8dKnrCcZ,19821467,PFVQNIVD,5,4,3,5.6912924714133,3,6,14,0.0,0.0,12.0
215,8dKnrCcZ,19821467,PFVQNIVD,6,1,0,0.0,1,1,20,1.0,1.0,8.0
216,8dKnrCcZ,19821467,PFVQNIVD,7,1,1,7.9791816544768,1,3,18,0.0,0.0,8.0
217,8dKnrCcZ,21991118,DISFPSIB,1,3,3,89.2738553488,1,2,18,0.0,0.0,12.0
218,8dKnrCcZ,21991118,DISFPSIB,2,2,0,0.0,1,1,19,3.0,3.0,14.0
219,8dKnrCcZ,21991118,DISFPSIB,3,3,0,0.0,1,1,2,0.0,0.0,7.0
220,8dKnrCcZ,21991118,DISFPSIB,4,1,1,68.52836832,1,1,18,0.0,0.0,14.0
221,8dKnrCcZ,21991118,DISFPSIB,5,4,2,17.3474483534,1,5,14,1.0,1.0,15.0
222,8dKnrCcZ,21991118,DISFPSIB,6,1,1,86.22435529391,1,2,20,2.0,2.0,14.0
223,8dKnrCcZ,21991118,DISFPSIB,7,1,0,0.0,1,1,18,1.0,1.0,15.0
224,8dKnrCcZ,23673791,OPOVCMND,1,3,0,0.0,6,12,18,0.0,0.0,10.0
225,8dKnrCcZ,23673791,OPOVCMND,2,2,1,45.265257368342,1,13,19,0.0,0.0,10.0
226,8dKnrCcZ,23673791,OPOVCMND,3,3,3,82.76598148444,1,2,2,1.0,1.0,13.0
227,8dKnrCcZ,23673791,OPOVCMND,4,1,0,0.0,3,1,18,2.0,2.0,15.0
228,8dKnrCcZ,23673791,OPOVCMND,5,4,1,84.49991562773,2,2,14,0.0,0.0,6.0
229,8dKnrCcZ,23673791,OPOVCMND,6,1,1,118.51631734848,5,9,20,1.0,1.0,9.0
230,8dKnrCcZ,23673791,OPOVCMND,7,1,0,0.0,5,8,18,0.0,0.0,11.0
231,8dKnrCcZ,24138860,UDBEFUGR,1,3,0,0.0,5,9,18,0.0,0.0,11.0
232,8dKnrCcZ,24138860,UDBEFUGR,2,2,0,0.0,1,13,19,1.0,1.0,7.0
233,8dKnrCcZ,24138860,UDBEFUGR,3,3,3,23.54854311321,1,1,2,0.0,0.0,10.0
234,8dKnrCcZ,24138860,UDBEFUGR,4,1,0,0.0,1,3,18,0.0,0.0,7.0
235,8dKnrCcZ,24138860,UDBEFUGR,5,4,0,0.0,8,13,14,1.0,1.0,10.0
236,8dKnrCcZ,24138860,UDBEFUGR,6,1,1,57.834633581777,14,15,20,1.0,1.0,8.0
237,8dKnrCcZ,24138860,UDBEFUGR,7,1,0,0.0,11,13,18,0.0,0.0,9.0
238,8dKnrCcZ,25216047,RNTXRSPA,1,3,2,74.2224423138,1,9,18,0.0,0.0,11.0
239,8dKnrCcZ,25216047,RNTXRSPA,2,2,1,53.536576577897,13,17,19,2.0,2.0,13.0
240,8dKnrCcZ,25216047,RNTXRSPA,3,3,3,17.24549443413,1,2,2,1.0,1.0,7.0
241,8dKnrCcZ,25216047,RNTXRSPA,4,1,1,84.33334989457,7,11,18,0.0,0.0,14.0
242,8dKnrCcZ,25216047,RNTXRSPA,5,4,2,34.847525327885,2,4,14,1.0,1.0,9.0
243,8dKnrCcZ,25216047,RNTXRSPA,6,1,1,57.48871159723,19,2,20,0.0,0.0,14.0
244,8dKnrCcZ,25216047,RNTXRSPA,7,1,1,46.533555689531,3,4,18,0.0,0.0,12.0
245,8dKnrCcZ,26266830,YUTWXTNX,1,3,0,0.0,1,4,18,0.0,0.0,14.0
246,8dKnrCcZ,26266830,YUTWXTNX,2,2,0,0.0,1,15,19,0.0,0.0,11.0
247,8dKnrCcZ,26266830,YUTWXTNX,3,3,1,16.85843382775,1,2,2,0.0,0.0,9.0
248,8dKnrCcZ,26266830,YUTWXTNX,4,1,0,0.0,1,13,18,0.0,0.0,11.0
249,8dKnrCcZ,26266830,YUTWXTNX,5,4,0,0.0,8,9,14,1.0,1.0,14.0
250,8dKnrCcZ,26266830,YUTWXTNX,6,1,0,0.0,12,2,20,1.0,1.0,6.0
251,8dKnrCcZ,26266830,YUTWXTNX,7,1,0,0.0,13,15,18,0.0,0.0,11.0
